170.1696, 8.3600
0.0000, 8.3600
157.0796, 8.3600
170.1696, 8.3600
170.1696, 8.3600
0.0000, 8.3600
143.9896, 8.3600
170.1696, 8.3600
183.2595, 8.3600
0.0000, 8.3600
130.8997, 8.3600
183.2595, 8.3600
170.1696, 8.3600
0.0000, 8.3600
117.8097, 8.3600
170.1696, 8.3600
170.1696, 8.3600
0.0000, 8.3600
78.5398, 8.3600
183.2595, 8.3600
170.1696, 8.3600
13.0900, 8.3600
52.3599, 8.3600
170.1696, 8.3600
170.1696, 8.3600
0.0000, 8.3600
13.0900, 8.3600
183.2595, 8.3600
183.2595, 8.3600
183.2595, 8.3600
0.0000, 8.3600
143.9896, 8.3600
183.2595, 8.3600
183.2595, 8.3600
0.0000, 8.3600
91.6298, 8.3600
183.2595, 8.3600
183.2595, 8.3600
0.0000, 8.3600
26.1799, 8.3600
196.3495, 8.3600
183.2595, 8.3600
13.0900, 8.3600
13.0900, 8.3600
183.2595, 8.3600
196.3495, 8.3600
13.0900, 8.3600
0.0000, 8.3600
183.2595, 8.3600
183.2595, 8.3600
0.0000, 8.3600
0.0000, 8.3600
157.0796, 8.3600
183.2595, 8.3600
13.0900, 8.3600
0.0000, 8.3600
143.9896, 8.3600
183.2595, 8.3600
0.0000, 8.3600
13.0900, 8.3600
117.8097, 8.3600
183.2595, 8.3600
0.0000, 8.3600
0.0000, 8.3600
104.7197, 8.3600
183.2595, 8.3600
0.0000, 8.3600
13.0900, 8.3600
78.5398, 8.3600
196.3495, 8.3600
183.2595, 8.3600
0.0000, 8.3600
65.4498, 8.3600
196.3495, 8.3600
183.2595, 8.3600
0.0000, 8.3600
65.4498, 8.3600
183.2595, 8.3600
196.3495, 8.3600
0.0000, 8.3600
39.2699, 8.3600
183.2595, 8.3600
183.2595, 8.3600
13.0900, 8.3600
0.0000, 8.3600
183.2595, 8.3600
183.2595, 8.3600
13.0900, 8.3600
0.0000, 8.3600
157.0796, 8.3600
196.3495, 8.3600
0.0000, 8.3600
13.0900, 8.3600
130.8997, 8.3600
183.2595, 8.3600
13.0900, 8.3600
0.0000, 8.3600
117.8097, 8.3600
183.2595, 8.3600
13.0900, 8.3600
0.0000, 8.3600
91.6298, 8.3600
183.2595, 8.3600
0.0000, 8.3600
13.0900, 8.3600
78.5398, 8.3600
183.2595, 8.3600
183.2595, 8.3600
13.0900, 8.3600
65.4498, 8.3600
183.2595, 8.3600
183.2595, 8.3600
13.0900, 8.3600
39.2699, 8.3600
183.2595, 8.3600
183.2595, 8.3600
0.0000, 8.3600
26.1799, 8.3600
183.2595, 8.3600
183.2595, 8.3600
0.0000, 8.3600
0.0000, 8.3600
183.2595, 8.3600
183.2595, 8.3600
0.0000, 8.3600
0.0000, 8.3600
170.1696, 8.3600
183.2595, 8.3600
0.0000, 8.3600
0.0000, 8.3600
157.0796, 8.3600
183.2595, 8.3600
0.0000, 8.3600
0.0000, 8.3600
143.9896, 8.3600
183.2595, 8.3600
0.0000, 8.3600
0.0000, 8.3600
117.8097, 8.3600
183.2595, 8.3600
0.0000, 8.3600
0.0000, 8.3600
91.6298, 8.3600
196.3495, 8.3600
0.0000, 8.3600
0.0000, 8.3600
65.4498, 8.3600
196.3495, 8.3600
183.2595, 8.3600
0.0000, 8.3600
52.3599, 8.3600
196.3495, 8.3600
183.2595, 8.3600
0.0000, 8.3600
52.3599, 8.3600
183.2595, 8.3600
196.3495, 8.3600
0.0000, 8.3600
52.3599, 8.3600
183.2595, 8.3600
183.2595, 8.3600
0.0000, 8.3600
91.6298, 8.3600
183.2595, 8.3600
183.2595, 8.3600
0.0000, 8.3600
65.4498, 8.3600
196.3495, 8.3600
183.2595, 8.3600
0.0000, 8.3600
0.0000, 8.3600
157.0796, 8.3600
196.3495, 8.3600
0.0000, 8.3600
0.0000, 8.3600
130.8997, 8.3600
183.2595, 8.3600
183.2595, 8.3600
0.0000, 8.3600
117.8097, 8.3600
183.2595, 8.3600
183.2595, 8.3600
0.0000, 8.3600
91.6298, 8.3600
183.2595, 8.3600
183.2595, 8.3600
0.0000, 8.3600
78.5398, 8.3600
183.2595, 8.3600
183.2595, 8.3600
0.0000, 8.3600
52.3599, 8.3600
183.2595, 8.3600
183.2595, 8.3600
0.0000, 8.3600
26.1799, 8.3600
183.2595, 8.3600
183.2595, 8.3600
0.0000, 8.3600
13.0900, 8.3600
183.2595, 8.3600
183.2595, 8.3600
0.0000, 8.3600
0.0000, 8.3600
170.1696, 8.3600
183.2595, 8.3600
0.0000, 8.3600
0.0000, 8.3600
157.0796, 8.3600
183.2595, 8.3600
0.0000, 8.3600
0.0000, 8.3600
130.8997, 8.3600
183.2595, 8.3600
0.0000, 8.3600
0.0000, 8.3600
117.8097, 8.3600
183.2595, 8.3600
183.2595, 8.3600
0.0000, 8.3600
91.6298, 8.3600
183.2595, 8.3600
183.2595, 8.3600
0.0000, 8.3600
65.4498, 8.3600
183.2595, 8.3600
183.2595, 8.3600
0.0000, 8.3600
52.3599, 8.3600
183.2595, 8.3600
183.2595, 8.3600
0.0000, 8.3600
26.1799, 8.3600
183.2595, 8.3600
183.2595, 8.3600
0.0000, 8.3600
13.0900, 8.3600
183.2595, 8.3600
183.2595, 8.3600
0.0000, 8.3600
0.0000, 8.3600
170.1696, 8.3600
183.2595, 8.3600
0.0000, 8.3600
0.0000, 8.3600
157.0796, 8.3600
183.2595, 8.3600
0.0000, 8.3600
0.0000, 8.3600
130.8997, 8.3600
183.2595, 8.3600
0.0000, 8.3600
0.0000, 8.3600
104.7197, 8.3600
183.2595, 8.3600
183.2595, 8.3600
0.0000, 8.3600
91.6298, 8.3600
170.1696, 8.3600
170.1696, 8.3600
0.0000, 8.3600
65.4498, 8.3600
183.2595, 8.3600
183.2595, 8.3600
0.0000, 8.3600
52.3599, 8.3600
183.2595, 8.3600
183.2595, 8.3600
0.0000, 8.3600
39.2699, 8.3600
183.2595, 8.3600
183.2595, 8.3600
0.0000, 8.3600
13.0900, 8.3600
183.2595, 8.3600
183.2595, 8.3600
0.0000, 8.3600
0.0000, 8.3600
183.2595, 8.3600
183.2595, 8.3600
0.0000, 8.3600
0.0000, 8.3600
157.0796, 8.3600
183.2595, 8.3600
0.0000, 8.3600
0.0000, 8.3600
130.8997, 8.3600
170.1696, 8.3600
0.0000, 8.3600
0.0000, 8.3600
117.8097, 8.3600
183.2595, 8.3600
0.0000, 8.3600
0.0000, 8.3600
91.6298, 8.3600
183.2595, 8.3600
183.2595, 8.3600
0.0000, 8.3600
78.5398, 8.3600
196.3495, 8.3600
183.2595, 8.3600
0.0000, 8.3600
65.4498, 8.3600
183.2595, 8.3600
183.2595, 8.3600
0.0000, 8.3600
39.2699, 8.3600
196.3495, 8.3600
183.2595, 8.3600
0.0000, 8.3600
26.1799, 8.3600
183.2595, 8.3600
183.2595, 8.3600
0.0000, 8.3600
0.0000, 8.3600
196.3495, 8.3600
183.2595, 8.3600
0.0000, 8.3600
0.0000, 8.3600
170.1696, 8.3600
183.2595, 8.3600
0.0000, 8.3600
0.0000, 8.3600
143.9896, 8.3600
183.2595, 8.3600
0.0000, 8.3600
0.0000, 8.3600
130.8997, 8.3600
183.2595, 8.3600
0.0000, 8.3600
0.0000, 8.3600
104.7197, 8.3600
183.2595, 8.3600
0.0000, 8.3600
0.0000, 8.3600
78.5398, 8.3600
183.2595, 8.3600
183.2595, 8.3600
0.0000, 8.3600
65.4498, 8.3600
183.2595, 8.3600
196.3495, 8.3600
13.0900, 8.3600
52.3599, 8.3600
183.2595, 8.3600
183.2595, 8.3600
0.0000, 8.3600
26.1799, 8.3600
183.2595, 8.3600
183.2595, 8.3600
0.0000, 8.3600
13.0900, 8.3600
183.2595, 8.3600
183.2595, 8.3600
0.0000, 8.3600
0.0000, 8.3600
170.1696, 8.3600
183.2595, 8.3600
0.0000, 8.3600
0.0000, 8.3600
157.0796, 8.3600
183.2595, 8.3600
0.0000, 8.3600
0.0000, 8.3600
130.8997, 8.3600
183.2595, 8.3600
0.0000, 8.3600
0.0000, 8.3600
104.7197, 8.3600
183.2595, 8.3600
0.0000, 8.3600
0.0000, 8.3600
91.6298, 8.3600
183.2595, 8.3600
183.2595, 8.3600
0.0000, 8.3600
78.5398, 8.3600
183.2595, 8.3600
183.2595, 8.3600
13.0900, 8.3600
52.3599, 8.3600
183.2595, 8.3600
183.2595, 8.3600
0.0000, 8.3600
26.1799, 8.3600
183.2595, 8.3600
183.2595, 8.3600
13.0900, 8.3600
13.0900, 8.3600
183.2595, 8.3600
183.2595, 8.3600
13.0900, 8.3600
0.0000, 8.3600
170.1696, 8.3600
183.2595, 8.3600
0.0000, 8.3600
0.0000, 8.3600
170.1696, 8.3600
183.2595, 8.3600
0.0000, 8.3600
0.0000, 8.3600
143.9896, 8.3600
183.2595, 8.3600
0.0000, 8.3600
0.0000, 8.3600
117.8097, 8.3600
